Month,tmax,tmin,af,rain,sun
1,6.1,0.8,14,143,33.8
2,5.7,0.6,10,208.5,66.4
3,8.5,2.6,5,78.6,125.8
4,10.2,1.2,9,28.5,180.3
5,14.4,4.3,2,47.6,168.3
6,15.2,6.9,0,90.6,136.7
7,18.1,8.5,0,31.7,215.8
8,17.8,9.6,0,43.2,135.2
9,13.6,6.2,1,43.4,125.4
10,10.9,5.3,2,123.6,66
11,6.4,0.7,9,52.5,23.3
12,4.6,-1.2,20,107.6,22.6
1,3.5,-2.3,22,69.8,37.2
2,3,-2.9,22,66,42.8
3,8.5,0,16,62.1,77.4
5,13.8,5,1,38,147.3
6,13.5,5.6,2,129.4,142.8
7,19.2,10.5,0,56.8,148.8
8,18.6,9.5,0,30.7,174.2
9,15.7,5.8,3,58.3,152.7
10,10.1,3.7,4,144.2,55.5
11,6.6,1.4,12,113.8,27
12,6.2,-0.7,19,51.1,28.3
1,5.8,-2.1,23,62.4,48.8
2,6.5,0,14,56.6,53.1
3,7,1.5,7,116.1,71.8
4,8.5,1.6,9,53.4,97.2
5,15.6,4.6,3,42.8,265.2
6,18.6,8,0,41.6,220.3
7,16.3,8.8,0,42.6,128.3
8,15.3,6.9,0,125.7,130.3
9,13.4,6.3,0,92.9,95
10,8,0.5,12,72.8,72.5
11,6.8,0.3,12,85.8,48
12,3.9,-2.4,19,76.3,30.9
1,4.8,-0.6,18,162,29.2
2,7,2.2,8,31.8,34.1
3,7.2,0,14,59.8,110.1
4,9.9,2.2,3,75.3,107.8
5,12.6,3.5,3,106.1,144.4
6,15.9,7.9,0,30.5,130.2
7,15.4,7.8,0,49,150
8,15.3,7.1,0,44.8,122.1
9,13.1,4.3,7,107.1,120.4
10,8,1,15,173.3,71.2
11,5.1,-2.4,18,45,34.3
12,3,-2.4,24,84.4,23.9
1,4,-0.9,21,124.1,21.7
2,1.9,-2.4,21,113.4,20.6
3,5.9,-0.1,15,148.7,109.6
4,8.4,1.6,9,72.8,122.2
5,11.8,2,12,12.2,201.5
6,15.7,7,0,46.3,174.8
7,18.7,9.1,0,31.9,158
8,16.9,7.9,0,41.8,143.5
9,13.4,5.4,0,72.1,99.3
10,10.5,2.8,10,83.2,69.1
11,9.4,3.8,7,69.5,27.7
12,5.8,0.4,11,88,33.6
1,4,-2.1,23,155.1,28.4
2,4.6,-1.3,17,84.4,63.2
3,4.9,-2.2,24,65.1,118.9
4,9.3,1.2,11,42.6,103.8
5,12.6,3.3,9,74.6,169.7
6,17.6,6.3,0,21.4,246.4
7,19.8,9.1,0,42.2,198.1
8,22.1,8.1,0,20.3,236.3
9,14,6.5,1,180.8,78.5
10,12.8,5.5,3,146,80.2
11,7.9,2,10,78.2,25.8
12,1.3,-5.2,22,59.4,27.2
1,4.3,0.9,12,96.3,11.5
2,3.2,-3.2,22,97.1,76.3
3,4.3,-0.7,23,41,72.5
4,9.1,2.5,6,62.4,117.3
5,10.2,1.9,10,43.4,148.4
6,16.7,6.9,0,15.9,239
7,18,8.3,0,47.5,169.6
8,17.9,9.5,0,51.4,139.4
9,15.6,6,0,32.5,150.2
10,12,5.3,0,112.8,60.9
11,5.4,-1.4,18,121.4,55.9
12,3.4,-2.4,23,52.7,27
1,3.9,-2.6,22,22.3,33.3
2,6,-0.3,16,124.4,51.8
3,9.3,2.2,6,70.9,128.9
4,10.8,2,7,14.4,100.6
5,13,3.8,4,94.6,166.9
6,15,6.1,0,90,144
7,18.9,8.4,0,49.7,201.8
8,20.3,9.3,0,45.1,193.7
9,15.2,5.4,4,42.2,168.5
10,11.5,3.4,7,35.1,104.5
11,8.4,3.4,3,121.8,25.9
12,6,0.9,14,102,13.5
1,5.1,-0.5,13,81.6,21.7
2,8.9,4,3,40.6,60.2
3,7.9,0.5,12,53.5,83.1
4,7.1,0.5,12,184.1,132.3
5,14.6,4.6,4,39,184.3
6,14.1,6.3,0,87.7,119.3
7,16,8.4,0,95,139.9
8,16.4,8.6,0,34.6,146.7
9,15.4,7.5,0,73.8,111.9
10,9.2,2.8,6,129.9,75.3
11,6.3,-0.7,12,98.2,54.8
12,6.1,-0.1,14,96.5,16.8
1,4.4,-0.4,14,105.9,34.2
2,4.7,-1.2,17,54.5,57.3
3,7.3,0.4,12,46.5,105.5
4,11.2,2.1,9,63.1,134.4
5,14,5.1,1,63.8,178.2
6,15.2,6.6,1,54.5,154
7,19.3,9.2,0,51.2,167.7
8,16.9,6.6,3,32.5,142
9,16.2,7.7,0,164.5,115.5
10,11,5,2,73.3,43
11,8.5,2.2,8,61.8,26.8
12,3.4,-2.2,20,197.2,25.1
1,6.5,0.4,13,99.6,37.7
2,5.8,-0.4,16,88.2,57.9
3,8.9,1.1,13,53.7,100.7
4,8.7,0.9,11,122.2,129.3
5,14.8,3.4,3,31.8,239.3
6,15.2,6.1,1,42.3,157.5
7,17.6,7.6,1,91.5,164.9
8,17.8,8,0,73.8,140.8
9,14.8,7,0,115.2,111.6
10,10.6,4.3,4,160.2,64.3
11,6.2,1.1,7,163.5,32.4
12,5,0.7,12,123,13.9
1,3.1,-2.8,22,67.1,32.7
2,3.8,-2.3,19,82.3,69.7
3,4.6,-2.4,19,62.9,89.9
4,8.4,0.9,12,33.2,147.3
5,16.2,4,6,16.9,227.2
6,14.6,6.3,2,43.4,142.6
7,17.4,9.2,0,77.6,105.3
8,16.8,8.3,0,92,122.6
9,13.4,7,0,49.4,78.7
10,12.8,7.9,0,170.2,59.9
11,8.5,1.4,13,67.2,41.8
12,4.3,-2.1,23,69.6,19.9
1,6.2,-0.2,11,115,33.6
2,5,-0.2,12,133.1,51.1
3,7.8,0.5,14,57.4,95.5
4,11,1.9,7,41.1,141.6
5,13.6,4.5,3,87.4,168.7
6,15.3,7.9,0,60.8,127.1
7,16.7,8.9,0,121.1,100.7
8,18.5,10.2,0,85.8,136.3
9,16,6,2,33.1,121
10,8.7,2.6,6,155.4,58.7
11,7.7,2.5,6,162.7,34.8
12,4.3,1.3,7,63.5,5.6
1,4.9,-1.5,17,83.3,20.4
2,5.4,-2.8,23,39.1,85.9
3,10.9,-0.1,14,50.7,147.8
4,12.8,1.7,11,43.6,162.9
5,12.6,5,1,72.4,132
6,17.5,8.6,0,21.1,157.9
7,19.4,10.4,0,43.2,169.6
8,19.8,9,0,9.3,181.5
9,15.7,5.1,2,24.8,116.3
10,10.3,1.8,10,33.5,108
11,8.9,2.2,7,85.2,43.5
12,6.1,-1.6,19,107.4,22.8
1,5,-0.5,18,91.6,21.8
2,5.6,-1.9,21,49.3,74.6
3,7.7,-0.1,10,56.3,107.8
4,10.6,2.9,4,91.5,90.6
5,14.9,4.4,4,69.8,193.6
6,15.9,8.1,0,54.4,120.1
7,16.4,8,0,44.6,111.6
8,18.4,10.1,1,177.2,147.6
9,15.2,7.1,3,46.8,117.6
10,9.7,4.1,4,158.5,36.9
11,8.5,2,6,35.4,45.3
12,7.3,-0.2,15,62.4,28.2
1,6.8,0.2,12,127.4,21.1
2,4.5,-0.1,15,67.1,46.5
3,7.8,1.1,14,69.6,75.6
4,10.1,1.5,11,72.5,147.6
12,6,-0.2,16,35.2,52.4
1,7,1.2,13,9.1,42.3
2,7,1.4,9,18.3,71.1
3,10,2.2,4,30.8,132.5
4,10,2.2,5,72.5,98.9
5,14,5,2,8.1,148.5
6,18,8.8,0,17.5,220.5
7,22,11.4,0,19.1,202.7
8,18,9.9,0,69.3,139.8
9,15,8.1,0,56.4,123.7
10,10,3.2,4,56.8,99
11,7,1.9,9,116.8,58.5
12,8,2.8,1,13.1,50.8
1,7,2.1,4,57.7,40.7
2,5,-0.9,17,27,103.2
3,8,0.8,12,34.2,132.8
4,12,0.2,15,22.1,195.5
5,13,5.6,3,94.6,107.3
6,18,8.8,0,21.1,194.1
7,20,9.7,0,35.1,211.9
8,20,11.1,0,64.9,156.3
9,18,8,0,11.7,163.1
10,13,6.5,0,113.4,71.9
11,10,4.6,3,72.3,39.1
3,8.8,3.6,2,143.8,105
4,10.6,5.5,0,65.9,161.1
5,12.4,5.8,0,82.3,227
6,16,10.4,0,43.2,192.5
7,18.2,12.1,0,27.9,198.9
8,17.3,11.8,0,78.6,186.6
9,16.3,10.9,0,40,145.3
10,14.8,9.6,0,141.6,106.4
11,11.3,7.1,0,83.1,65.4
12,9.9,5.6,2,215.2,43.5
1,7.3,2,9,120.3,69.4
2,10,5.8,0,160.2,79.3
3,8.8,4.2,2,114.5,106.4
4,11.3,6.5,0,18.4,198.1
5,14,7.4,0,40.2,246.7
6,16,10.5,0,82.8,191.3
12,5,-0.1,19,50.3,48.5
1,6,0.5,14,13.8,70.5
2,6,-0.7,17,26.4,115.3
3,11,0.6,10,21.6,187.1
4,11,2.9,4,51.4,130.9
5,12,5.2,0,94.6,105.5
6,15,7.7,0,77,143.2
7,17,8.7,0,39.7,134.8
8,17,9.2,0,38,140.4
9,17,7.2,1,6.3,139.5
10,12,5.6,2,142,80.3
11,8,2.5,8,48.2,54.3
12,6,1.2,8,72.6,31.6
1,5,-0.7,18,27.3,63.9
2,8,1.4,8,27.7,82.6
3,6,0.3,13,74.5,90.5
4,8,1.6,8,70.7,89.8
5,16,6.9,0,45.4,177.2
6,18,7.9,0,11.8,180.4
7,19,10.2,0,63.7,150.7
8,17,9.2,0,51.7,148.2
7,16.7,11.5,0,41.7,185
8,18,12.8,0,46.6,143.9
9,17.1,11.7,0,81.7,147.2
10,12.9,8.2,0,143.8,91.2
11,9.5,5.7,3,131.4,65.9
12,9.9,5.6,3,92.8,46.8
1,9.2,5.1,0,64.6,68
2,7.8,2.8,7,90.6,98.8
3,10.7,7,0,161.7,81.7
4,11.1,5.7,0,36.2,135.9
5,12.9,8.1,0,114.2,121.8
6,15.2,10.1,0,49,197.1
7,17.3,12.4,0,49.8,120.8
8,19.5,12.7,0,4.4,236.4
10,12,7.8,0,150.3,64.6
11,11.3,7.6,0,48.1,39.9
12,8.3,3.2,3,202.8,54.1
1,8.9,4.9,4,111.2,41.9
2,9.2,5,2,88.6,68.6
3,9.9,4.6,0,142.3,167.9
4,12,5.9,0,31.6,227.1
5,14.2,8,0,34.5,208
6,17,11.1,0,114.2,169.9
7,18.9,12.7,0,40.1,173.9
8,18.2,12.8,0,67.4,141.9
9,17.4,11.5,0,82.8,126.4
10,13.3,8.9,0,167.5,72.6
11,11.4,7.6,0,175.7,73.7
12,9.1,4.1,2,148.7,38.4
1,9.8,5.9,0,133.9,32.8
2,6.3,1.9,9,32.2,79.6
3,9.6,5.5,0,62.8,82.6
4,10.1,4.6,0,156.5,178.4
5,12.5,7.6,0,89.7,181.7
6,16.3,10.8,0,29,173
7,21.7,14.6,0,26.3,253.1
8,20.8,13.9,0,15,234.5
9,16.8,11.8,0,115.8,111.5
10,13.9,9,0,84.6,105.3
11,11.4,7.4,3,62.1,47.6
12,10.4,6.2,0,145,64.6
1,8.9,3.5,2,208.7,51.9
2,8.1,3.7,2,57.9,68.9
3,8.3,3,3,62.7,130.2
4,12.7,6.1,1,4.6,257.2
5,12.6,7.1,0,76.5,204
6,16.4,10.4,0,6.6,211.9
7,19.9,12.5,0,54.4,279.7
8,20.3,13.7,0,46.7,213.6
9,16.9,12,0,117.6,158.5
10,14.3,9.7,0,109.1,101.3
11,11.5,6.7,0,189.8,63.7
12,10,5.3,0,112,72.2
1,6.1,0.8,15,128.5,81.3
2,7.9,4.2,4,57,74.8
3,9,3.9,2,112.5,133.1
4,11.7,6.2,0,94.5,180.7
5,13.6,8.2,0,52.5,211
6,15.4,10.3,0,74.4,191.5
7,18.3,12.3,0,45.3,187.5
8,16.8,11.9,0,142.8,149.8
9,17.4,11.8,0,51,147.4
10,14.3,9.5,0,53.8,110.8
11,9.3,4,4,85.5,80.7
12,10.4,6.4,3,174.2,48.2
1,8.7,4.9,1,150.4,49.6
2,3.1,-0.8,19,48.3,50.5
3,9.4,4.1,3,106.3,120.3
4,8.7,3.3,0,62.3,189.6
5,12.7,7.7,0,84.2,210.1
6,16.3,10.2,0,87.4,195.7
7,17.6,12.3,0,57.5,147.4
8,15.8,11,0,110.3,140.1
9,14.9,8.4,0,25.1,167.3
10,14.4,9.6,0,107.6,100.6
11,11.6,6.5,0,175,82.9
12,10.4,6,0,189.8,53
1,5.5,1.4,7,35.6,53.1
2,8,3.4,7,88.5,70.8
3,8.6,4.1,2,78.6,122.7
4,13.1,7.2,0,87.8,180.3
5,12.8,7.7,0,32.3,231.1
6,15,10.1,0,89.8,122.8
7,18.5,12.7,0,37.8,230.2
8,18.7,12.9,0,34,213.9
9,17.2,11.8,0,56,125.4
10,13.3,8.4,0,238.5,122
11,10.9,6.9,0,133.5,75.3
12,9.6,6.2,2,94.3,41.7
1,10,5.5,0,232.2,64
2,8.8,3.9,0,94.4,103.6
3,9.7,6,1,135.5,96.2
4,11.5,5.9,0,54.2,142.1
5,14,8.4,0,94.9,222.9
6,16.8,11.4,0,34.1,195.5
7,16.5,11.6,0,132.2,161.6
8,17.7,12.1,0,116,173.3
9,16,11.7,0,39.2,142.9
10,14.2,9.6,0,146.5,91.9
11,11.2,6.5,1,59.7,105.1
12,11,7.9,0,54.4,20.1
1,10.2,6,0,58.9,59.5
2,10,5.3,0,106.9,94.8
3,10.9,5.9,0,119.8,90
4,10.4,4.4,0,79.6,192.1
5,16.8,10.1,0,9.3,282.2
6,17.7,10.6,0,31.9,281.7
7,20.9,14.4,0,14.3,295.8
8,20.2,13.6,0,47.3,251.2
9,17.9,12.2,0,68.2,142
10,15,10.9,0,130.9,84.7
11,11.3,7.2,0,108.4,98
12,10,5.7,1,179.8,52
1,10.4,6.3,0,196,48.3
2,11.1,6.2,0,185.1,65.2
3,11.3,6.6,0,22,139.9
4,11.5,5.1,2,46.1,213.7
5,16.5,10,0,19.2,278.5
6,16.3,10.5,0,95.1,177.2
7,19.7,13.3,0,68.8,308.4
8,20.3,14.4,0,53.4,200.3
9,17.6,11.8,0,58,184.6
10,15,10.9,0,99.7,90
11,10.8,6.8,0,105.1,107.3
12,8.6,3.9,0,113.2,62.6
1,7.8,3.1,0,137.8,67.2
2,6.7,1.6,7,89.8,90
3,10.6,6.1,0,155,114.4
4,11,5.8,0,117,165.6
5,13.2,8.3,0,5.8,206.6
6,14.7,10.2,0,112.6,157.8
7,17.8,13.1,0,83.1,124.7
8,19.2,13.4,0,36.7,204.1
9,18.3,12.8,0,62,173.9
10,13.3,9,0,123.2,83.5
11,10.8,6.5,0,79.3,61.5
12,9.4,6,0,33.1,55.4
1,7.8,3.2,5,29.6,73.9
2,9.2,4.6,1,65,71.6
3,10.3,6.3,0,58.2,83.8
4,11.2,6.3,0,103.9,135
5,15.6,9.5,0,14.7,245.6
6,17.8,11.2,0,9.9,237.4
7,19,13.5,0,57.7,178.2
8,17.9,12.4,0,154.4,146.1
9,15.7,11,0,93.1,101.2
10,12.1,7.1,0,95.7,113.6
11,12.1,7.4,0,175.1,44.7
12,8.7,4.4,0,124.3,48.1
1,10.5,6,0,160.8,42
2,8.6,5.5,1,26.8,60.7
3,10.2,5.3,4,28.7,109.6
4,12.4,7.6,0,116.4,152.2
5,14.1,8,0,162.9,184.6
6,16.8,11.3,0,110.9,200.1
7,17.3,12.8,0,107.1,176.1
8,18,11.8,0,43.1,218.3
9,16.1,11,0,214,168.8
10,12,6.7,1,78.9,143.7
11,10.2,5.4,1,104.5,81.2
12,10.3,5.8,0,222.7,45.6
1,9.5,5.5,0,161.2,58.7
2,9.1,4,3,172.1,71.8
3,10.6,6.8,0,82.9,76.9
4,10.9,5.6,0,66.3,182.3
5,13.6,8.3,0,91.5,168.8
6,16.2,10.7,0,21.6,238.7
7,19.2,12.9,0,46,194.5
8,18.5,12.5,0,90.1,174.1
9,16.1,10.1,0,83.4,123.3
10,14.8,9,0,103.6,150
11,13.4,9,0,95.5,39.6
12,11.4,6.4,0,140.6,63.1
1,9.9,5,0,169.6,34.8
2,10.4,5.6,0,121.2,53.8
3,9.2,4.4,1,68.8,137.1
4,11.2,5.8,0,38.9,169.2
5,14.9,8.2,0,41,232.8
6,17.2,10.9,0,17.8,257.5
7,20.7,14.2,0,25.6,233.5
8,22.5,15.4,0,19,254.1
9,16.9,11.7,0,103.2,164.8
10,16.1,11.6,0,102.6,119.2
11,12,7.1,0,96,80.6
12,8.8,4.1,6,103.2,60.7
1,9,5.3,4,201.4,44.9
2,7.9,2.5,5,121.6,137
3,8.9,4.2,0,51,93.6
4,11.5,6.2,0,68.4,159.9
5,12.4,6,0,76.8,213.8
6,16.9,10.5,0,20.6,256.1
7,18.5,12.4,0,23.2,250
8,18.6,12.5,0,68.6,242.4
9,17.2,10.5,0,41.4,187.4
10,14.7,10.6,0,97.8,85.8
11,10.9,6.3,0,170.6,76.2
12,7.4,2.5,9,46.4,67.8
1,6.4,2.1,9,31,56.6
2,10.6,5.4,0,122.6,67.4
3,11.1,6.4,0,27.6,141.3
4,13.1,6.1,0,17,241
5,15.1,8.8,0,68.8,283.9
6,15.8,10.9,0,130.4,125.4
7,19,12.3,0,24.8,243
8,20.5,14.9,0,196.6,150.1
9,17.9,12.2,0,48.6,185.1
10,15.5,10.7,0,82.6,104.4
11,12.8,8.1,0,179.4,62.5
12,10.4,5.5,2,138,86.2
1,9.6,4.5,4,138.6,87
2,10.8,6,0,17.2,109.7
3,11,6.6,0,103.2,78.1
4,10.7,5.7,0,179.4,155.2
5,15.6,9.9,0,59.4,226.3
6,16.2,11.1,0,104.6,184.9
7,17.1,12.6,0,91.8,163.7
8,18.8,12.4,0,27.7,250.1
9,17.7,12.9,0,77.2,146.3
10,14.6,10,0,164.8,114.7
11,10.9,7.2,0,161.6,87.3
12,10.3,5.2,2,163.8,66
1,10.1,5.3,2,152,68.6
2,9.6,5.5,0,77,62
3,10.5,5.6,0,43.8,137.5
4,12.2,7.3,0,98.4,172.1
5,15.5,10.2,0,57,174.6
6,16,10.6,0,67.8,206.2
7,19.5,13.6,0,8.4,246.1
8,19.2,13.6,0,104.4,192.1
9,18.3,12.5,0,118.9,173.7
10,14.6,9.7,0,34.2,144.1
11,11.7,6.9,0,75.6,101
12,10.1,5.6,1,222.2,48.9
1,8.7,4.3,2,52.4,79.8
2,10.2,6.1,0,130.4,73.9
3,10.3,5.6,0,23.6,150.4
4,11.1,5.7,0,96.8,178.9
5,15,9,0,80.2,175.6
6,16.7,11.4,0,22.8,175.4
7,18,12.8,0,47.8,197.6
8,19.7,13.6,0,52.8,170.6
9,18.1,12.5,0,148.8,144.3
10,13.5,9,0,185.2,96.8
11,10.7,6.5,0,171,68.4
12,9.9,6.2,1,193.4,54.7
1,8.5,4.3,0,137.8,61.2
2,9.3,4.7,0,79,103.4
3,10.2,5.3,5,124.6,80.4
4,11.1,6.6,0,101,157.9
5,15.1,8.9,0,21.6,283.7
6,17.1,11,0,29.4,257.3
7,18.6,12.7,0,86.2,189.2
8,19.3,13.5,0,32.4,202.7
9,17.3,12.1,0,21.8,158.2
10,16.3,11.6,0,101.4,118.2
11,12.2,7.2,0,60.4,79.4
12,8.9,4.2,4,52.6,92.8
1,10.4,6.2,1,127.4,49.1
2,10.4,6.1,0,121.4,81
3,11,6.1,0,73.6,102.6
4,12,6.2,0,51.6,191.7
5,13.8,8.4,0,114.2,215.3
6,14.8,10.3,0,47.2,153.9
7,17.2,11.8,0,57.2,185.1
8,18.1,12.9,0,42.4,169.3
9,18.1,11.3,0,42.4,217.9
10,14.5,9.7,0,138.6,95.1
11,12.6,8.7,0,242.2,67.5
12,9.8,6.2,2,180,46.4
1,8.4,4.3,6,79.7,76.9
2,8.7,4,4,86.8,99.2
3,11.2,6.6,0,34.6,155.6
4,13.2,7.2,0,57,210.5
5,14,8.9,0,92.4,197.3
6,17.4,11.1,0,87,236.6
7,19,13.5,0,128,131
8,21,14.2,0,25.6,211.2
9,18.7,12,0,44.6,183.1
10,13.7,8.9,0,79.2,124.3
11,12.5,8.1,0,93,85.2
12,10.1,5.6,0,102.6,51.9
1,9.8,5.4,1,164.6,58.1
2,8.8,4,5,80.9,101
3,10,4.8,2,78.2,140.7
4,11.9,6.9,0,68.8,172
5,15,8.9,0,33.6,265.7
6,18,11.9,0,64.6,244.8
7,17.6,12.4,0,65.2,162.1
8,19.5,14.1,0,146.6,200.2
9,17.8,13,0,54.4,145.6
10,13.7,8.8,0,190.6,118.2
11,11.6,8.4,0,43.2,45.1
12,10.3,6,0,55.4,42
1,9.9,5.9,0,68.6,47.8
2,7.6,3.2,7,25.8,95.7
3,10.1,5.4,3,53.8,100.1
4,11.8,6.6,0,88.2,166.7
5,13.2,8.1,0,46.6,189.7
6,17.5,11.8,0,49.6,202.9
7,18.9,13.6,0,48,178.6
8,19.4,12.4,0,32,258.6
9,18.1,12.5,0,65.2,148.4
10,15.4,11.5,0,132,106.4
11,11.6,6.2,0,164.5,99.2
12,9.5,4.4,3,88.4,68.3
1,8.1,3.8,5,62.2,75.6
2,7.3,3.1,4,69.6,59.6
3,8.7,4.4,2,86,76
4,11.5,6.5,0,32,177.9
5,14.2,9,0,85.2,182.1
6,18.7,11.4,0,33.4,278
7,21.3,14.4,0,34.8,246.5
8,18.9,14,0,55.4,188
9,19.3,13.9,0,76.6,155.6
10,16.2,11.7,0,120.8,114.9
11,12.6,7.4,0,155.6,103
12,10.7,6.6,1,119.6,55.6
1,10.5,6.4,2,83.4,55.5
2,10.3,6.4,0,212.8,63.9
3,10.8,5.8,0,75.8,147.1
4,14.7,7.9,0,23.8,220.9
5,14.7,9.8,0,122,188.5
6,17.3,12.2,0,117,154.9
7,17.2,12.5,0,106.8,190.3
8,18.1,12.9,0,43.4,239.5
9,17.3,11.6,0,29.8,173.7
10,15.2,10.2,0,37.4,126.5
11,11.9,7.8,0,75.4,60.9
12,10.5,6.1,0,80.2,63.3
1,10.5,6.4,0,108.4,43.3
2,10.3,5.5,0,41.4,115.1
3,10,5.5,0,82.8,128.3
4,11.1,5.8,0,48.8,190.6
5,16.3,10.3,0,68.4,197.4
6,16.1,10.7,0,34.6,264.4
7,17.7,12.9,0,143.4,182.7
8,18,13.3,0,99.6,101.6
9,16.7,10.9,0,76.6,173.5
10,13.6,9.2,0,111.8,125.2
11,10.9,7.3,0,69.8,64.4
12,8.8,4.7,1,85,69.9
1,8.1,3.7,3,146,72.3
2,8,3.9,2,71.3,56.5
3,10.6,5.6,0,48.8,173.9
4,12.2,6.5,0,144.2,180.4
5,14.4,8.7,0,45.2,199.8
6,18.2,11.6,0,18.8,251
7,17.9,13.3,0,222.2,156.4
8,18.2,13.6,0,68.8,123.9
9,16.8,11.7,0,37.8,163.4
10,15.2,10.7,0,93.4,96.2
11,12.3,8.2,0,193.6,56.7
12,8.6,4,3,101.8,80.5
1,6.7,1.8,11,108.8,103.9
2,7.7,3,3,63,95.9
3,9.4,3.8,3,76.6,139.2
4,12.3,5.9,0,35.6,231
5,14.1,8.3,0,56.6,209.9
6,17.9,11.5,0,34,286
7,18.6,13.6,0,78.2,117.7
8,18.1,13,0,71.8,154.6
9,17.3,12.2,0,83.6,144.9
10,14.7,9.5,0,85.6,148.2
11,10.2,5.7,4,164.8,84.8
12,6.3,1.4,16,48.1,90.9
1,8.1,3.5,9,126.2,83
2,10.3,6.3,0,90.4,58.5
3,10.9,4.8,2,25.8,147.4
4,15,8.5,0,18.4,239
5,14.6,9.7,0,34.6,169.8
6,15.9,10.7,0,78.2,202.7
7,17.6,12.5,0,44.6,175.8
8,17.6,12.3,0,51.6,149.4
9,17.6,12.7,0,80.2,138.9
10,15.5,11.3,0,115.6,92.4
11,13.4,9.6,0,63.2,74.6
12,10.3,6.7,0,134,28.8
1,9.9,6.5,0,51.6,55.1
2,8.8,4.1,7,36.2,74.7
3,11.9,6.9,0,22.8,159.4
4,10.7,5.5,0,159.8,153.8
5,14.5,8.7,0,45.6,179.3
6,15.7,11,0,142,108.6
7,17.3,12.3,0,121.8,174.8
8,19,14,0,142.2,136.3
9,16.4,11.2,0,64.6,147.1
10,14,9.5,0,172.2,91.8
11,11,6.9,0,167,61.9
12,10,5.9,0,202,37.4
1,8.9,5.1,2,125.2,50.4
2,7.7,3.9,3,49.2,80.2
3,7.5,2.8,6,106.8,89.1
4,10.3,5.4,1,42.2,160.5
5,12.5,7.3,0,87.4,227.2
6,15.9,10.7,0,48.2,190.2
7,20.8,14.1,0,31.2,278.3
8,19.2,14,0,87.6,173.3
9,17.3,12.4,0,62,114.4
10,15.8,11.7,0,160.8,76.5
11,11,6.7,0,94.4,60.1
12,10.7,5.9,0,175.6,44.5
1,10,5.1,0,218.4,43
2,9.6,4.7,0,190.4,85.1
3,10.3,5.7,0,67,94.1
4,12.3,7.4,0,81.4,154.9
5,14.5,9,0,70,183.2
6,17.8,11.6,0,64.8,265.9
7,20.3,14.3,0,28.6,204.7
8,18.6,12.5,0,92.8,200.2
9,19.2,12.8,0,8.2,177.7
10,16,11.7,0,122.8,78.4
11,12.6,7.6,0,153.4,78
12,10,5.9,1,64,54
1,9.6,5.3,0,146.8,51.3
2,8.3,3.5,3,81.6,90.9
3,10,5.1,0,45.2,147.2
4,13,7,0,15,212.4
5,13.6,8.8,0,63.6,161.7
6,16.8,10.7,0,38.4,229.1
7,18.2,13.2,0,98,166.3
8,17.9,12.8,0,174.8,135.9
9,16.2,11,0,70.2,164.4
10,14.8,9.6,0,60.2,102.5
11,13.2,9.4,0,125.8,36.7
12,12.7,9.7,0,165.2,18.7
1,10.4,6,0,221.6,48
2,9.1,4.9,0,161.6,64.1
3,9.6,4.6,0,88.4,139.9
4,11,6.1,0,81.4,183.8
5,14.9,9.2,0,45.6,206.1
6,17,12.1,0,65.8,131.8
7,18.9,13.4,0,23.2,160.9
8,19.4,13.9,0,57.4,171.1
9,18.1,13.3,0,153.7,102.8
10,14.9,9.5,0,53.2,124.9
11,11.1,6.4,0,137,56.5
12,11.3,7.2,0,58.4,47.3
1,9.2,5.3,0,57.8,59.2
2,10.1,5.8,2,100.6,56.9
3,11.5,7.2,0,89.2,80.3
4,12.6,6.5,0,24.8,216.2
5,15.5,9.8,0,46.8,169
6,18,12.3,0,102,175.3
7,18.7,13.6,0,104.6,135.9
8,18.1,12.8,0,70.4,163.2
9,16.2,11.8,0,130.6,119
10,15.2,11.4,0,57.6,68.7
11,11.6,7.6,0,66.4,61.4
12,10.2,6.1,0,154.2,34.5
1,10.2,5.7,0,176.2,56.7
2,7.3,2.7,4,85,106
3,8.8,3.6,5,153.6,114.2
4,12.8,7.1,0,85,146.7
5,15.5,8.9,0,50.4,183.7
6,19.7,12.9,0,8.8,215.1
7,21.5,14.3,0,47.6,226.7
8,19.5,14,0,54,119.8
9,17.8,12,0,59,138.5
10,14.4,9.3,0,99.8,120.8
11,12,7.5,1,212,73.9
12,11.4,7.9,0,165.6,20.5
1,8.8,5.5,0,78.8,25.4
2,11.3,6.1,1,72,118.5
3,11.2,6.3,0,101.8,150.6
4,13.2,7.4,0,81.8,159.3
5,14.4,8.9,0,18.4,219.5
6,16.5,11.4,0,84.4,159.8
7,20.1,13.7,0,54.2,225.6
8,19.3,14,0,95.8,161.1
9,17.4,12.7,0,122.2,140.7
10,14.4,10,0,196.2,85.6
11,10.8,7.2,0,219.4,30.6
12,10.6,6,0,133,46.1
1,10,5.6,0,94.8,58.7
2,10.3,6,0,176,63.4
3,10.6,5.1,0,75.8,149.7
4,14.6,7.7,0,40,205.7
5,16.4,8.9,0,28.8,287.2
6,17.1,11.7,0,118,112.1
7,18.1,12.7,0,32.2,190.3
8,19.1,14.3,0,118.2,129.8
9,17.7,12.1,0,52.6,147.1
10,13.6,9.4,0,134.6,73.6
11,12.4,7.9,0,85.2,66.4
12,10,6,0,228.6,36.1
1,8.5,3.7,5,132.6,58.4
2,9.3,4.8,4,109.6,70.5
3,10.6,5.5,2,41,120.2
